0	127
1	128
2	129
3	130
4	131
5	132
6	133
7	134
8	135
9	136
10	137
11	138
12	139
13	140
14	141
15	142
16	143
17	144
18	145
19	146
20	147
21	148
22	149
23	150
24	151
25	152
26	153
27	154
28	155
29	156
30	157
31	158
32	159
33	160
34	161
35	162
36	163
37	164
38	165
39	166
40	167
41	168
42	169
43	170
44	171
45	172
46	173
47	174
48	175
49	176
50	177
51	178
52	179
53	180
54	181
55	182
56	183
57	184
58	185
59	186
60	187
61	188
62	189
63	190
64	191
65	192
66	193
67	194
68	195
69	196
70	197
71	198
72	199
73	200
74	201
75	202
76	203
77	204
78	205
79	206
80	207
81	208
82	209
83	210
84	211
85	212
86	213
87	214
88	215
89	216
90	217
91	218
92	219
93	220
94	221
95	222
96	223
97	224
98	225
99	226
100	227
101	228
102	229
103	230
104	231
105	232
106	233
107	234
108	235
109	236
110	237
111	238
112	239
113	240
114	241
115	242
116	243
117	244
118	245
119	246
120	247
121	248
122	249
123	250
124	251
125	252
126	253
127	254
128	255
129	0
130	1
131	2
132	3
133	4
134	5
135	6
136	7
137	8
138	9
139	10
140	11
141	12
142	13
143	14
144	15
145	16
146	17
147	18
148	19
149	20
150	21
151	22
152	23
153	24
154	25
155	26
156	27
157	28
158	29
159	30
160	31
161	32
162	33
163	34
164	35
165	36
166	37
167	38
168	39
169	40
170	41
171	42
172	43
173	44
174	45
175	46
176	47
177	48
178	49
179	50
180	51
181	52
182	53
183	54
184	55
185	56
186	57
187	58
188	59
189	60
190	61
191	62
192	63
193	64
194	65
195	66
196	67
197	68
198	69
199	70
200	71
201	72
202	73
203	74
204	75
205	76
206	77
207	78
208	79
209	80
210	81
211	82
212	83
213	84
214	85
215	86
216	87
217	88
218	89
219	90
220	91
221	92
222	93
223	94
224	95
225	96
226	97
227	98
228	99
229	100
230	101
231	102
232	103
233	104
234	105
235	106
236	107
237	108
238	109
239	110
240	111
241	112
242	113
243	114
244	115
245	116
246	117
247	118
248	119
249	120
250	121
251	122
252	123
253	124
254	125
255	126
